stu_id,year,dept,feedback,sentiment
19103175,BE,EXTC,The class discussions were thought-provoking,0
19103175,BE,EXTC,The course workload was manageable but intense,0
19103182,BE,EXTC,The course workload was heavy but manageable,0
19103182,BE,EXTC,The course workload was heavy but manageable,0
20103001,TE,EXTC,"The professor was very helpful and approachable.",1
20103002,TE,EXTC,"I found the course content to be challenging but interesting.",1
20103003,TE,EXTC,"The workload was manageable but could be reduced.",-1
20103004,TE,EXTC,"The class discussions were engaging and informative.",1
20103005,TE,EXTC,"I wish there were more opportunities for group work.",0
20103006,TE,EXTC,"The professor could have been more organized with the lectures.",-1
20103007,TE,EXTC,"The course materials were helpful and well-structured.",1
20103008,TE,EXTC,"The exams were tough but fair.",0
20103009,TE,EXTC,"The professor was knowledgeable and passionate about the subject.",1
20103010,TE,EXTC,"I found the class to be somewhat repetitive.",0
20103011,TE,EXTC,"The professor was unapproachable and not helpful.",-1
20103012,TE,EXTC,"I enjoyed the hands-on projects and assignments.",1
20103013,TE,EXTC,"The course content was not relevant to my interests.",-1
20103014,TE,EXTC,"The professor was disorganized and unprepared.",-1
20103015,TE,EXTC,"I wish there were more opportunities for individual research.",0
20103016,TE,EXTC,"The professor was engaging and kept the class interesting.",1
20103017,TE,EXTC,"The workload was too heavy for me to handle.",-1
20103018,TE,EXTC,"I learned a lot from the lectures and course materials.",1
20103019,TE,EXTC,"The class discussions were not well-organized.",-1
20103020,TE,EXTC,"I found the exams to be too difficult.",-1
20103021,TE,EXTC,"The professor was approachable and always willing to help.",1
20103022,TE,EXTC,"The course content was well-structured and relevant.",1
20103023,TE,EXTC,"The workload was manageable and well-distributed.",0
20103024,TE,EXTC,"The professor was passionate about the subject and it showed.",1
20103025,TE,EXTC,"The course materials were helpful but could be better organized.",0
20103026,TE,EXTC,"I wish there were more opportunities for hands-on learning.",0
20103027,TE,EXTC,"The professor was knowledgeable but not approachable.",0
20103028,TE,EXTC,"The workload was heavy but manageable with good time management.",0
20103029,TE,EXTC,"The course content was interesting but not challenging enough.",0
20103030,TE,EXTC,"The professor was disorganized and unapproachable.",-1
20103031,TE,EXTC,"I enjoyed the group work and class discussions.",1
20103032,TE,EXTC,"The course materials were comprehensive and helpful.",1
20103033,TE,EXTC,"The workload was too light and not challenging enough.",0
20103034,TE,EXTC,"The professor was knowledgeable but not engaging.",0
20103035,TE,EXTC,"The workload was well-managed and reasonable.",0
20103036,TE,EXTC,"The professor was knowledgeable and approachable.",1
20103037,TE,EXTC,"The course content was not relevant to my interests.",-1
20103038,TE,EXTC,"The exams were too difficult and not well-designed.",-1
20103039,TE,EXTC,"I found the class discussions to be unproductive.",-1
20103040,TE,EXTC,"The professor was engaging and kept the class interesting.",1
20103041,TE,EXTC,"The workload was too heavy and not well-distributed.",-1
20103042,TE,EXTC,"The course materials were helpful but not comprehensive enough.",0
20103043,TE,EXTC,"I enjoyed the individual research projects.",1
20103044,TE,EXTC,"The professor was disorganized and unprepared.",-1
20103045,TE,EXTC,"The course content was challenging and informative.",1
20103046,TE,EXTC,"The workload was well-managed and not overwhelming.",0
20103047,TE,EXTC,"The professor was knowledgeable but not approachable.",0
20103048,TE,EXTC,"The course materials were comprehensive and well-structured.",1
20103049,TE,EXTC,"I found the exams to be fair and well-designed.",1
20103050,TE,EXTC,"The class discussions were engaging and informative.",1
20103051,TE,EXTC,"The professor was approachable and always willing to help.",1
20103052,TE,EXTC,"The course content was interesting but not challenging enough.",0
20103053,TE,EXTC,"The workload was well-distributed and manageable.",0
20103054,TE,EXTC,"The professor was engaging and kept the class interesting.",1
20103055,TE,EXTC,"The course materials were helpful but could be better organized.",0
20103056,TE,EXTC,"I enjoyed the hands-on projects and assignments.",1
20103057,TE,EXTC,"The workload was too heavy and not well-managed.",-1
20103058,TE,EXTC,"The professor was knowledgeable and passionate about the subject.",1
20103059,TE,EXTC,"The course content was well-structured and relevant.",1
20103060,TE,EXTC,"The class discussions were not well-organized.",-1
20103061,TE,EXTC,"I found the exams to be too difficult and not well-designed.",-1
20103062,TE,EXTC,"The professor was approachable and always willing to help.",1
20103063,TE,EXTC,"The course content was challenging but interesting.",1
20103064,TE,EXTC,"The workload was well-managed and reasonable.",0
20103065,TE,EXTC,"The professor was knowledgeable but not engaging.",0
20103066,TE,EXTC,"The course materials were helpful but could be more comprehensive.",0
20103067,TE,EXTC,"I enjoyed the group work and class discussions.",1
20103068,TE,EXTC,"The workload was too light and not challenging enough.",0
20103069,TE,EXTC,"The professor was knowledgeable and approachable.",1
20103070,TE,EXTC,"The course content was not relevant to my interests.",-1
20103071,TE,EXTC,"The exams were too difficult and not well-designed.",-1
20103072,TE,EXTC,"I found the class discussions to be unproductive.",-1
20103073,TE,EXTC,"The workload was well-managed and reasonable.",0
20103074,TE,EXTC,"The professor was engaging and kept the class interesting.",1
20103075,TE,EXTC,"The workload was too heavy and not well-distributed.",-1
20103076,TE,EXTC,"The course materials were helpful but not comprehensive enough.",0
20103077,TE,EXTC,"I enjoyed the individual research projects.",1
20103078,TE,EXTC,"The professor was disorganized and unprepared.",-1
20103079,TE,EXTC,"The course content was challenging and informative.",1
20103080,TE,EXTC,"The workload was well-managed and not overwhelming.",0
20103081,TE,EXTC,"The professor was knowledgeable but not approachable.",0
20103082,TE,EXTC,"The course materials were comprehensive and well-structured.",1
20103083,TE,EXTC,"I found the exams to be fair and well-designed.",1
20103084,TE,EXTC,"The class discussions were engaging and informative.",1
20103085,TE,EXTC,"The professor was approachable and always willing to help.",1
20103086,TE,EXTC,"The course content was interesting but not challenging enough.",0
20103087,TE,EXTC,"The workload was well-distributed and manageable.",0
20103088,TE,EXTC,"The professor was engaging and kept the class interesting.",1
20103089,TE,EXTC,"The course materials were helpful but could be better organized.",0
20103090,TE,EXTC,"I enjoyed the hands-on projects and assignments.",1
20103091,TE,EXTC,"The workload was too heavy and not well-managed.",-1
20103092,TE,EXTC,"The professor was knowledgeable and passionate about the subject.",1
20103092,TE,EXTC,"The professor was approachable and helpful.",1
20103093,TE,EXTC,"The course content was not well-structured.",-1
20103094,TE,EXTC,"The workload was manageable but not well-distributed.",0
20103095,TE,EXTC,"I found the exams to be too difficult and not representative of the course material.",-1
20103096,TE,EXTC,"The professor was engaging and passionate about the subject.",1
20103097,TE,EXTC,"The course materials were helpful but not always clear.",0
20103098,TE,EXTC,"I enjoyed the hands-on lab work and experiments.",1
20103099,TE,EXTC,"The workload was too heavy and not well-managed.",-1
20103100,TE,EXTC,"The professor was knowledgeable and approachable.",1
20104001,TE,IT,"The professor was knowledgeable and engaging.",1
20104002,TE,IT,"The workload was manageable and well-distributed.",1
20104003,TE,IT,"The course materials were helpful and informative.",1
20104004,TE,IT,"The professor was not very approachable or helpful.",-1
20104005,TE,IT,"I found the exams to be too difficult and not representative of the course material.",-1
20104006,TE,IT,"The course content was interesting but not always well-explained.",0
20104007,TE,IT,"I enjoyed the group projects and collaboration with classmates.",1
20104008,TE,IT,"The workload was too heavy and not well-managed.",-1
20104009,TE,IT,"The professor was approachable but not very knowledgeable.",0
20104010,TE,IT,"The course materials were confusing and not well-organized.",-1
20104011,TE,IT,"The professor was passionate and knowledgeable about the subject.",1
20104012,TE,IT,"The workload was manageable but not well-distributed.",0
20104013,TE,IT,"The course content was interesting and relevant.",1
20104014,TE,IT,"The professor was engaging and approachable.",1
20104015,TE,IT,"The exams were fair and representative of the course material.",1
20104016,TE,IT,"The workload was too heavy and caused a lot of stress.",-1
20104017,TE,IT,"The course materials were outdated and not very helpful.",-1
20104018,TE,IT,"I found the group discussions and debates to be interesting and informative.",1
20104019,TE,IT,"The professor was not very engaging and lectures were boring.",-1
20104020,TE,IT,"The course workload was manageable and well-balanced.",1
20104021,TE,IT,"The course content was interesting but not always well-organized.",0
20104022,TE,IT,"The professor was approachable and helpful.",1
20104023,TE,IT,"The exams were too difficult and not representative of the course material.",-1
20104024,TE,IT,"I found the course materials to be helpful and informative.",1
20104025,TE,IT,"The workload was manageable but not well-distributed.",0
20104026,TE,IT,"The professor was knowledgeable and passionate about the subject.",1
20104027,TE,IT,"The course content was not well-structured and confusing.",-1
20104028,TE,IT,"I enjoyed the hands-on lab work and experiments.",1
20104029,TE,IT,"The workload was too heavy and caused a lot of stress.",-1
20104030,TE,IT,"The professor was approachable but not very knowledgeable.",0
20104031,TE,IT,"The course materials were outdated and not very helpful.",-1
20104032,TE,IT,"The course content was interesting and relevant.",1
20104033,TE,IT,"The professor was engaging and approachable.",1
20104034,TE,IT,"The exams were fair and representative of the course material.",1
20104035,TE,IT,"The professor was very helpful and clear in explaining the concepts",1
20104036,TE,IT,"The course material was outdated and difficult to follow",-1
20104037,TE,IT,"The assignments were challenging but fair",1
20104038,TE,IT,"The lectures were too fast-paced and hard to keep up with",-1
20104039,TE,IT,"The classroom was not well-equipped and caused some inconvenience",-1
20104040,TE,IT,"The course was well-structured and easy to follow",1
20104041,TE,IT,"The professor was approachable and always available to answer questions",1
20104042,TE,IT,"The course was too easy and did not challenge me enough",-1
20104043,TE,IT,"The course assignments were interesting and engaging",1
20104044,TE,IT,"The professor was knowledgeable and provided valuable insights",1
20104045,TE,IT,"The course workload was manageable and reasonable",1
20104046,TE,IT,"The course content was too theoretical and lacked practical applications",-1
20104047,TE,IT,"The professor provided useful feedback on assignments and projects",1
20104048,TE,IT,"The course was well-organized and easy to navigate",1
20104049,TE,IT,"The professor was unapproachable and did not provide enough guidance",-1
20104050,TE,IT,"The course content was interesting and relevant to the industry",1
20104051,TE,IT,"The professor was engaging and made the lectures interesting",1
20104052,TE,IT,"The course was too demanding and stressful",-1
20104053,TE,IT,"The professor did not provide enough feedback on assignments and projects",-1
20104054,TE,IT,"The course was well-taught and informative",1
20104055,TE,IT,"The assignments were too time-consuming and interfered with other courses",-1
20104056,TE,IT,"The professor was disorganized and unprepared for lectures",-1
20104057,TE,IT,"The course content was not relevant to my interests",-1
20104058,TE,IT,"The professor was knowledgeable but lacked enthusiasm",0
20104059,TE,IT,"The course was well-paced and allowed enough time for understanding",1
20104060,TE,IT,"The professor was biased in grading and did not provide equal opportunities to all students",-1
20104061,TE,IT,"The course was too easy and did not provide enough challenges",-1
20104062,TE,IT,"The professor was passionate and made the lectures interesting",1
20104063,TE,IT,"The course assignments were too vague and unclear",-1
20104064,TE,IT,"The professor was not approachable and did not provide enough help",-1
20104065,TE,IT,"The course was informative and useful for my career",1
20104066,TE,IT,"The professor provided constructive feedback on assignments and projects",1
20104067,TE,IT,"The course workload was too heavy and caused stress",-1
20104068,TE,IT,"The professor was knowledgeable but lacked communication skills",0
20104069,TE,IT,The course content was well-organized and informative.,1
20104070,TE,IT,The instructor was helpful and knowledgeable.,1
20104071,TE,IT,The assignments were challenging but fair.,0
20104072,TE,IT,The course workload was manageable.,0
20104073,TE,IT,The course materials were up-to-date and relevant.,1
20104074,TE,IT,The course could have benefited from more hands-on activities.,-1
20104075,TE,IT,The instructor's communication was clear and effective.,1
20104076,TE,IT,The course was a good introduction to the subject.,0
20104077,TE,IT,The course required too much independent study.,-1
20104078,TE,IT,The instructor was unresponsive to student questions.,-1
20104079,TE,IT,The course was too theoretical and lacked practical application.,-1
20104080,TE,IT,The course was well-structured and easy to follow.,1
20104081,TE,IT,The instructor's feedback on assignments was helpful.,1
20104082,TE,IT,The course readings were interesting and engaging.,1
20104083,TE,IT,The instructor's expectations were clearly defined.,0
20104084,TE,IT,The course was too fast-paced.,-1
20104085,TE,IT,The course could have used more real-world examples.,0
20104086,TE,IT,The instructor was approachable and supportive.,1
20104087,TE,IT,The course was too heavily focused on theory.,-1
20104088,TE,IT,The course projects were challenging but rewarding.,1
20104089,TE,IT,The instructor's grading was fair and consistent.,1
20104090,TE,IT,The course could have been more interactive.,-1
20104091,TE,IT,The instructor was knowledgeable but disorganized.,-1
20104092,TE,IT,The course provided valuable knowledge and skills.,1
20104093,TE,IT,The course required a lot of time and effort.,0
20104094,TE,IT,The instructor was engaging and enthusiastic.,1
20104095,TE,IT,The course was well-designed and easy to navigate.,1
20104096,TE,IT,The course could have had more opportunities for group work.,0
20104097,TE,IT,The instructor's expectations were too high.,-1
20104098,TE,IT,The course was a good balance of theory and practice.,1
20104099,TE,IT,The instructor's teaching style was effective.,1
20104100,TE,IT,The course covered a lot of ground but was manageable.,0
20102001,TE,COMPS,"Great job on the last assignment!",1
20102002,TE,COMPS,"The lectures were helpful, but the assignments were challenging.",0
20102003,TE,COMPS,"I struggled with some of the concepts in class.",-1
20102004,TE,COMPS,"I found the course material to be engaging and interesting.",1
20102005,TE,COMPS,"The professor was always available to answer questions.",1
20102006,TE,COMPS,"I didn't find the course material to be relevant to my interests.",-1
20102007,TE,COMPS,"Overall, I enjoyed the course and learned a lot.",1
20102008,TE,COMPS,"The workload was manageable and well-balanced.",1
20102009,TE,COMPS,"The assignments were too difficult and time-consuming.",-1
20102010,TE,COMPS,"The course was informative, but the delivery could have been better.",0
20102011,TE,COMPS,"The professor was knowledgeable and approachable.",1
20102012,TE,COMPS,"I found the course to be too theoretical and not practical enough.",-1
20102013,TE,COMPS,"The course exceeded my expectations.",1
20102014,TE,COMPS,"The course was well-structured and easy to follow.",1
20102015,TE,COMPS,"The professor was disorganized and unprepared for class.",-1
20102016,TE,COMPS,"I didn't feel challenged enough by the course material.",0
20102017,TE,COMPS,"The course was a great introduction to the field.",1
20102018,TE,COMPS,"The professor was condescending and unhelpful.",-1
20102019,TE,COMPS,"I found the assignments to be relevant and interesting.",1
20102020,TE,COMPS,"The course was too fast-paced and overwhelming.",-1
20102021,TE,COMPS,"The course was well-taught and informative.",1
20102022,TE,COMPS,"I didn't feel like the course material was challenging enough.",0
20102023,TE,COMPS,"I struggled with the group projects in class.",-1
20102024,TE,COMPS,"The professor was always available for extra help.",1
20102025,TE,COMPS,"The course was a good balance between theory and practice.",1
20102026,TE,COMPS,"I would have preferred more hands-on experience in the course.",0
20102027,TE,COMPS,"The course was a great preparation for future courses in the field.",1
20102028,TE,COMPS,"The professor was disengaged and uninterested in teaching.",-1
20102029,TE,COMPS,"I found the course material to be interesting and relevant to my interests.",1
20102030,TE,COMPS,"The course was disorganized and poorly structured.",-1
20102031,TE,COMPS,"The professor was approachable and easy to talk to.",1
20102032,TE,COMPS,"I struggled with the final exam, but overall, the course was good.",0
20102033,TE,COMPS,"The course was too focused on theory and not enough on practical skills.",-1
20102034,TE,COMPS,"The course was well-paced and manageable.",1
20102035,TE,COMPS,"The professor was knowledgeable and passionate about the subject.",1
20102036,TE,COMPS,"I found the course to be too theoretical and not enough practical.",-1
20102037,TE,COMPS,"The assignments were challenging but rewarding.",1
20102038,TE,COMPS,"The professor was disorganized and unprepared for class.",-1
20102039,TE,COMPS,"I found the course to be relevant and applicable to real-world scenarios.",1
20102040,TE,COMPS,"The course was too fast-paced and difficult to keep up with.",-1
20102041,TE,COMPS,"The professor was approachable and always willing to help.",1
20102042,TE,COMPS,"I enjoyed the group projects and working with my peers.",1
20102043,TE,COMPS,"The course was a great balance between theory and practice.",1
20102044,TE,COMPS,"I didn't feel challenged enough by the course material.",0
20102045,TE,COMPS,"The course was a great introduction to the field.",1
20102046,TE,COMPS,"The professor was condescending and unhelpful.",-1
20102047,TE,COMPS,"The assignments were relevant and interesting.",1
20102048,TE,COMPS,"The course was disorganized and poorly structured.",-1
20102049,TE,COMPS,"The professor was knowledgeable and engaging.",1
20102050,TE,COMPS,"I struggled with the course material but the professor was helpful.",0
20102051,TE,COMPS,"The course was too theoretical and not enough practical.",-1
20102052,TE,COMPS,"I found the course to be informative and well-taught.",1
20102053,TE,COMPS,"The professor was unapproachable and unresponsive to questions.",-1
20102054,TE,COMPS,"I would have preferred more hands-on experience in the course.",0
20102055,TE,COMPS,"The course was a great preparation for future courses in the field.",1
20102056,TE,COMPS,"The professor was disengaged and uninterested in teaching.",-1
20102057,TE,COMPS,"I found the course material to be interesting and relevant to my interests.",1
20102058,TE,COMPS,"The course was disorganized and poorly planned.",-1
20102059,TE,COMPS,"The professor was knowledgeable and approachable.",1
20102060,TE,COMPS,"The course was too difficult and overwhelming.",-1
20102061,TE,COMPS,"The course was well-structured and easy to follow.",1
20102062,TE,COMPS,"I struggled with some of the assignments, but overall, the course was good.",0
20102063,TE,COMPS,"The course was too focused on theory and not enough on practical skills.",-1
20102064,TE,COMPS,"The professor was passionate about the subject and kept the class engaged.",1
20102065,TE,COMPS,"I found the course to be relevant to real-world scenarios and applicable to my career goals.",1
20102066,TE,COMPS,"The course was too focused on practical skills and not enough on theory.",-1
20102067,TE,COMPS,"The professor was approachable and always willing to answer questions.",1
20102068,TE,COMPS,"I enjoyed the course content and found it to be relevant to my interests.",1
20102069,TE,COMPS,"The course was poorly structured and difficult to follow.",-1
20102070,TE,COMPS,"The professor was knowledgeable but not very engaging.",0
20102071,TE,COMPS,"I found the course to be too challenging and overwhelming.",-1
20102072,TE,COMPS,"The course was a good balance between theory and practical skills.",1
20102073,TE,COMPS,"The professor was unprepared and often went off-topic.",-1
20102074,TE,COMPS,"I appreciated the hands-on experience and group projects in the course.",1
20102075,TE,COMPS,"The course was relevant and applicable to real-world scenarios.",1
20102076,TE,COMPS,"The professor was disorganized and often forgot important details.",-1
20102077,TE,COMPS,"I found the course to be well-taught and informative.",1
20102078,TE,COMPS,"The course was too focused on theory and not enough on practical skills.",-1
20102079,TE,COMPS,"The professor was knowledgeable and passionate about the subject matter.",1
20102080,TE,COMPS,"I struggled with the course material but the professor was helpful.",0
20102081,TE,COMPS,"The course was a good introduction to the field.",1
20102082,TE,COMPS,"The professor was approachable and always available to answer questions.",1
20102083,TE,COMPS,"I found the course to be too theoretical and not enough practical.",-1
20102084,TE,COMPS,"The course was challenging but rewarding.",1
20102085,TE,COMPS,"The professor was disengaged and uninterested in teaching.",-1
20102086,TE,COMPS,"I enjoyed the group projects and working with my peers.",1
20102087,TE,COMPS,"The course was well-structured and easy to follow.",1
20102088,TE,COMPS,"The professor was knowledgeable and approachable.",1
20102089,TE,COMPS,"I found the course to be too difficult and overwhelming.",-1
20102090,TE,COMPS,"The course was a great preparation for future courses in the field.",1
20102091,TE,COMPS,"The professor was passionate about the subject and kept the class engaged.",1
20102092,TE,COMPS,"I struggled with some of the assignments, but overall, the course was good.",0
20102093,TE,COMPS,"The course was too focused on theory and not enough on practical skills.",-1
20102094,TE,COMPS,"The professor was approachable and always willing to answer questions.",1
20102095,TE,COMPS,"I enjoyed the course content and found it to be relevant to my interests.",1
20102096,TE,COMPS,"The course was poorly structured and difficult to follow.",-1
20102097,TE,COMPS,"The professor was knowledgeable but not very engaging.",0
20102098,TE,COMPS,"I found the course to be too challenging and overwhelming.",-1
20102099,TE,COMPS,"The course was a good balance between theory and practical skills.",1
20102100,TE,COMPS,"The professor was unprepared and often went off-topic.",-1
20101001,TE,CIVIL,"The teaching assistant was very helpful and explained things well.",1
20101002,TE,CIVIL,"The course material was too difficult to understand without extra help.",-1
20101003,TE,CIVIL,"The teaching assistant was unresponsive to emails and questions.",-1
20101004,TE,CIVIL,"The course was well-structured and informative.",1
20101005,TE,CIVIL,"The teaching assistant was approachable and friendly.",1
20101006,TE,CIVIL,"I found the course to be too focused on theory and not enough on practical skills.",-1
20101007,TE,CIVIL,"The teaching assistant was disorganized and often missed important details.",-1
20101008,TE,CIVIL,"I enjoyed the course and found the teaching assistant to be very knowledgeable.",1
20101009,TE,CIVIL,"The teaching assistant was unapproachable and not very helpful.",-1
20101010,TE,CIVIL,"The course material was presented in a clear and concise manner.",1
20101011,TE,CIVIL,"The teaching assistant was very responsive and supportive.",1
20101012,TE,CIVIL,"I found the course to be too focused on practical skills and not enough on theory.",-1
20101013,TE,CIVIL,"The teaching assistant was knowledgeable but not very approachable.",0
20101014,TE,CIVIL,"The course material was relevant and interesting.",1
20101015,TE,CIVIL,"The teaching assistant was too strict and not very understanding.",-1
20101016,TE,CIVIL,"The course was challenging but manageable.",1
20101017,TE,CIVIL,"The teaching assistant was unorganized and often unclear.",-1
20101018,TE,CIVIL,"I found the course to be too focused on memorization and not enough on problem-solving.",-1
20101019,TE,CIVIL,"The teaching assistant was approachable but not very knowledgeable.",0
20101020,TE,CIVIL,"The course material was presented in an engaging and interactive way.",1
20101021,TE,CIVIL,"The teaching assistant was very helpful and went above and beyond to assist me.",1
20101022,TE,CIVIL,"I found the course to be too focused on group projects and not enough on individual work.",-1
20101023,TE,CIVIL,"The teaching assistant was knowledgeable and approachable.",1
20101024,TE,CIVIL,"The course material was too broad and not well-organized.",-1
20101025,TE,CIVIL,"The teaching assistant was unresponsive and not very helpful.",-1
20101026,TE,CIVIL,"The course was challenging but rewarding.",1
20101027,TE,CIVIL,"The teaching assistant was very knowledgeable but not very approachable.",0
20101028,TE,CIVIL,"I found the course to be well-structured and easy to follow.",1
20101029,TE,CIVIL,"The teaching assistant was friendly but not very helpful.",0
20101030,TE,CIVIL,"The course material was presented in a confusing and disorganized way.",-1
20101031,TE,CIVIL,"The teaching assistant was approachable and supportive.",1
20101032,TE,CIVIL,Great professor!,1
20101033,TE,CIVIL,Needs to improve course material.,-1
20101034,TE,CIVIL,Good classroom environment.,1
20101035,TE,CIVIL,Difficult exams.,-1
20101036,TE,CIVIL,Interesting course content.,1
20101037,TE,CIVIL,Unresponsive to emails.,-1
20101038,TE,CIVIL,Helpful teaching assistants.,1
20101039,TE,CIVIL,Disorganized lectures.,-1
20101040,TE,CIVIL,Engaging class discussions.,1
20101041,TE,CIVIL,Confusing assignments.,-1
20101042,TE,CIVIL,Challenging homework.,1
20101043,TE,CIVIL,Easy to follow lectures.,1
20101044,TE,CIVIL,Slow grading process.,-1
20101045,TE,CIVIL,Encouraging feedback on assignments.,1
20101046,TE,CIVIL,Inconsistent grading.,-1
20101047,TE,CIVIL,Friendly and approachable professor.,1
20101048,TE,CIVIL,Unhelpful office hours.,-1
20101049,TE,CIVIL,Repetitive course material.,-1
20101050,TE,CIVIL,Engaging and relevant guest speakers.,1
20101051,TE,CIVIL,Overly difficult tests.,-1
20101052,TE,CIVIL,Interesting research projects.,1
20101053,TE,CIVIL,Confusing course objectives.,-1
20101054,TE,CIVIL,Well-organized lectures.,1
20101055,TE,CIVIL,Unreasonable assignment deadlines.,-1
20101056,TE,CIVIL,Helpful feedback on assignments.,1
20101057,TE,CIVIL,Inflexible grading scale.,-1
20101058,TE,CIVIL,Fascinating field trips.,1
20101059,TE,CIVIL,Unprepared for class.,-1
20101060,TE,CIVIL,Informative class discussions.,1
20101061,TE,CIVIL,Difficult to understand lectures.,-1
20101062,TE,CIVIL,Encouraging group work.,1
20101063,TE,CIVIL,Inadequate course resources.,-1
20101064,TE,CIVIL,Challenging assignments.,1
20101065,TE,CIVIL,Too much emphasis on memorization.,-1
20101066,TE,CIVIL,Interactive course format.,1
20101067,TE,CIVIL,Unreasonable exam expectations.,-1
20101068,TE,CIVIL,Well-structured course material.,1
20101069,TE,CIVIL,Unresponsive to student feedback.,-1
20101070,TE,CIVIL,Engaging and thought-provoking lectures.,1
20101071,TE,CIVIL,Inconsistent course pacing.,-1
20101072,TE,CIVIL,Excellent lab facilities.,1
20101073,TE,CIVIL,Unorganized course structure.,-1
20101074,TE,CIVIL,Helpful and supportive teaching assistants.,1
20101075,TE,CIVIL,Excessive workload.,-1
20101076,TE,CIVIL,I am very happy with my professors and the curriculum.,1
20101077,TE,CIVIL,The workload is manageable and the assignments are helpful in understanding the material.,0
20101078,TE,CIVIL,I feel like there is room for improvement in the communication between the professors and the students.,-1
20101079,TE,CIVIL,The course material is challenging but it has helped me grow and develop my skills.,1
20101080,TE,CIVIL,The professors are knowledgeable and approachable and I feel comfortable asking for help when I need it.,1
20101081,TE,CIVIL,The facilities and resources provided by the department are top-notch.,1
20101082,TE,CIVIL,I think there should be more hands-on learning opportunities to supplement the lectures.,-1
20101083,TE,CIVIL,The group projects have been a great way to collaborate and learn from my peers.,1
20101084,TE,CIVIL,The exams are fair and well-designed and I feel confident in my understanding of the material.,1
20101085,TE,CIVIL,I appreciate the department's efforts to support diversity and inclusion in the classroom.,1
20101086,TE,CIVIL,The workload is a bit overwhelming at times but I understand the importance of the material being covered.,0
20101087,TE,CIVIL,The professors provide constructive feedback and are invested in the success of their students.,1
20101088,TE,CIVIL,I would like to see more opportunities for real-world application of the concepts we are learning.,-1
20101089,TE,CIVIL,The department provides a great balance of theoretical and practical knowledge.,1
20101090,TE,CIVIL,The guest speakers brought in by the department have been informative and engaging.,1
20101091,TE,CIVIL,I feel like the department could do more to prepare us for the job market after graduation.,-1
20101092,TE,CIVIL,Overall I am satisfied with the education I am receiving in this department.,1
20101093,TE,CIVIL,The professors encourage critical thinking and creativity in their teaching methods.,1
20101094,TE,CIVIL,The department provides ample opportunities for networking and career development.,1
20101095,TE,CIVIL,The material covered in the courses is relevant and up-to-date.,1
20101096,TE,CIVIL,The workload is well-balanced and manageable with proper time management.,0
20101097,TE,CIVIL,The professors are passionate and knowledgeable about the subject matter.,1
20101098,TE,CIVIL,The department provides a supportive and collaborative learning environment.,1
20101099,TE,CIVIL,The course syllabus and expectations are clearly communicated by the professors.,1
20101100,TE,CIVIL,The department values the opinions and feedback of their students.,1
20105001,TE,MECH,"The lectures were informative and helpful.",1
20105002,TE,MECH,"The course material was challenging but well-structured.",0
20105003,TE,MECH,"I struggled to keep up with the pace of the class.",-1
20105004,TE,MECH,"The professor was engaging and knowledgeable.",1
20105005,TE,MECH,"The lab assignments were practical and relevant to the coursework.",1
20105006,TE,MECH,"The grading criteria were unclear and inconsistent.",-1
20105007,TE,MECH,"The group projects were an excellent way to apply what we learned in class.",1
20105008,TE,MECH,"I found the textbook to be confusing and unhelpful.",-1
20105009,TE,MECH,"The class discussions were thought-provoking and interesting.",1
20105010,TE,MECH,"The professor was unapproachable and unresponsive to questions.",-1
20105011,TE,MECH,"I appreciated the variety of teaching methods used in the class.",1
20105012,TE,MECH,"The course workload was overwhelming and unreasonable.",-1
20105013,TE,MECH,"I enjoyed the hands-on activities and experiments in the class.",1
20105014,TE,MECH,"The professor provided detailed feedback on assignments and tests.",1
20105015,TE,MECH,"I would have liked more opportunities for one-on-one interaction with the professor.",0
20105016,TE,MECH,"The course was a valuable learning experience.",1
20105017,TE,MECH,"I found the class to be disorganized and chaotic.",-1
20105018,TE,MECH,"The class schedule was inconvenient for my other commitments.",-1
20105019,TE,MECH,"The professor was patient and supportive.",1
20105020,TE,MECH,"I struggled to understand some of the course concepts.",-1
20105021,TE,MECH,"The course was well-taught and engaging.",1
20105022,TE,MECH,"The course assignments were relevant and challenging.",1
20105023,TE,MECH,"I would have appreciated more feedback on my work.",0
20105024,TE,MECH,"The course content was interesting and applicable to real-world scenarios.",1
20105025,TE,MECH,"I found the course to be too theoretical and not practical enough.",-1
20105026,TE,MECH,"The professor encouraged critical thinking and problem-solving skills.",1
20105027,TE,MECH,"The course was a good balance of theory and application.",1
20105028,TE,MECH,"I struggled to keep up with the workload of the class.",-1
20105029,TE,MECH,"The professor provided clear and concise explanations of course material.",1
20105030,TE,MECH,"The exams were fair and comprehensive.",1
20105031,TE,MECH,"The course was well-organized and easy to follow.",1
20105032,TE,MECH,"I found the class to be uninspiring and unengaging.",-1
20105033,TE,MECH,"The class discussions were stimulating and thought-provoking.",1
20105034,TE,MECH,"The lectures are really informative and the professor is very knowledgeable",1
20105035,TE,MECH,"The course content is well-organized and easy to follow",1
20105036,TE,MECH,"I find the labs to be a bit confusing and could use more clarification",-1
20105037,TE,MECH,"The assignments are challenging but reasonable",0
20105038,TE,MECH,"I appreciate the effort put into making the course interactive and engaging",1
20105039,TE,MECH,"The professor is approachable and always willing to answer questions",1
20105040,TE,MECH,"I am disappointed with the lack of support from teaching assistants",-1
20105041,TE,MECH,"The textbook is a great resource and supplements the lectures well",1
20105042,TE,MECH,"The course load is manageable and not too overwhelming",0
